"id","date","remitted","cash","gcash","total_unpaid","late_payments","total_remittance","total_sales","total_discount","spoilages","unpaid","late","total_purchases","purchases","created_at","updated_at"
"180","2023-02-10","0.00","4096.00","285.00","1000.00","0.00","5121.00","5381.00",NULL,"[]","[{""name"":""sir jann - "",""price"":""70.00""},{""name"":""sir joshua - "",""price"":""90.00""},{""name"":""sir joshua - "",""price"":""50.00""},{""name"":""sir jann - "",""price"":""70.00""},{""name"":""mam - care off sir jann"",""price"":""555.00""},{""name"":""sir jan - "",""price"":""70.00""},{""name"":""sir agripino - care off sir jm"",""price"":""95.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-02-10 19:06:42","2023-02-10 19:06:42"
"181","2023-02-13","0.00","8270.00","275.00","905.00","0.00","9060.00","9450.00",NULL,"[]","[{""name"":""Sir Jann - "",""price"":""70.00""},{""name"":""sir JJ - "",""price"":""80.00""},{""name"":""sir jj - "",""price"":""180.00""},{""name"":""sir lanz - "",""price"":""85.00""},{""name"":""sir JAnn - "",""price"":""190.00""},{""name"":""sir Jann - "",""price"":""70.00""},{""name"":""sir Mike\/Sir Salfred - care off Sir J.M"",""price"":""230.00""}]","[]","390.00","[{""name"":""ice"",""price"":390}]","2023-02-13 16:59:56","2023-02-13 16:59:56"
"182","2023-02-14","0.00","4255.00","0.00","1130.00","0.00","5125.00","5385.00",NULL,"[]","[{""name"":""sir prado - "",""price"":""90.00""},{""name"":""Sir Jann - "",""price"":""140.00""},{""name"":""sir josh\/arza - "",""price"":""70.00""},{""name"":""sir mike\/arza - "",""price"":""140.00""},{""name"":""UDD\/Maam Zeny - care off UDD"",""price"":""690.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-02-14 16:38:43","2023-02-14 16:38:43"
"183","2023-02-15","0.00","7680.00","1140.00","365.00","90.00","9015.00","9185.00",NULL,"[]","[{""name"":""sir Lanz - "",""price"":""60.00""},{""name"":""jan kyla agsalud(voucher) - "",""price"":""95.00""},{""name"":""SIR Jann - "",""price"":""140.00""},{""name"":""sir jann - "",""price"":""70.00""}]","[{""name"":""sir prado -  (Feb 14) - cash"",""price"":""90.00""}]","260.00","[{""name"":""ice"",""price"":260}]","2023-02-15 17:09:03","2023-02-15 17:09:03"
"184","2023-02-16","0.00","7160.00","1095.00","665.00","210.00","8870.00","8920.00",NULL,"[]","[{""name"":""helena Ruth g. Mc Colough(voucher) - "",""price"":""95.00""},{""name"":""sir.... - care off sir Jm"",""price"":""240.00""},{""name"":""Sir Jann - "",""price"":""160.00""},{""name"":""trexie lyn b. Pagal(voucher) - "",""price"":""95.00""},{""name"":""mr,darin - care off Sir Jann"",""price"":""75.00""}]","[{""name"":""sir joshua -  (Feb 10) - cash"",""price"":""90.00""},{""name"":""sir joshua -  (Feb 10) - cash"",""price"":""50.00""},{""name"":""sir josh\/arza -  (Feb 14) - cash"",""price"":""70.00""}]","260.00","[{""name"":""ice"",""price"":260}]","2023-02-16 17:23:14","2023-02-16 17:23:14"
"185","2023-02-17","0.00","10460.00","185.00","225.00","0.00","10610.00","10870.00",NULL,"[]","[{""name"":""maam Sherly - care off Sir Edz Deguzman"",""price"":""85.00""},{""name"":""Sir Jann - "",""price"":""140.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-02-17 17:57:24","2023-02-17 17:57:24"
"186","2023-02-18","0.00","3460.00","315.00","365.00","0.00","4010.00","4140.00",NULL,"[]","[{""name"":""mr,darin - "",""price"":""60.00""},{""name"":""mr.darin - care off jann"",""price"":""45.00""},{""name"":""mam grace - "",""price"":""120.00""},{""name"":""sir Jann - "",""price"":""140.00""}]","[]","130.00","[{""name"":""ICE"",""price"":130}]","2023-02-18 16:58:58","2023-02-18 16:58:58"
"187","2023-02-20","0.00","6894.00","1925.00","952.00","0.00","9841.00","10101.00","29.00","[]","[{""name"":""sir jc - "",""price"":""190.00""},{""name"":""Sir MIke\/SIr Salfred - care off Sir JAnn"",""price"":""360.00""},{""name"":""si mike,sir cj - care off sir jann"",""price"":""170.00""},{""name"":""maam braga - care off sir jm"",""price"":""232.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-02-20 16:58:19","2023-02-20 16:58:19"
"188","2023-02-21","0.00","5120.00","1140.00","475.00","85.00","6560.00","6735.00","0.00","[]","[{""name"":""cacho,Danna Mae L.(voucher) - "",""price"":""150.00""},{""name"":""sir Salfred - care off Sir JM"",""price"":""95.00""},{""name"":""sir jj - "",""price"":""90.00""},{""name"":""sir jann - "",""price"":""140.00""}]","[{""name"":""maam Sherly - care off Sir Edz Deguzman (Feb 17) - cash"",""price"":""85.00""}]","260.00","[{""name"":""ice"",""price"":260}]","2023-02-21 17:13:50","2023-02-21 17:13:50"
"189","2023-02-22","0.00","8425.00","540.00","745.00","0.00","10210.00","10470.00","0.00","[]","[{""name"":""Sir JJ - "",""price"":""90.00""},{""name"":""Maam Rizzel - care off maam Rowena"",""price"":""60.00""},{""name"":""ARYAN M. LIMON(VOUCHER) - care off SIR JANN"",""price"":""95.00""},{""name"":""Sir Jann - "",""price"":""250.00""},{""name"":""sir Jann - care off Sir Jann"",""price"":""155.00""},{""name"":""sir Jann - care off Sir Jann"",""price"":""95.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-02-22 16:59:14","2023-02-22 16:59:14"
"190","2023-02-23","0.00","6929.00","710.00","375.00","0.00","7927.00","8187.00","48.00","[]","[{""name"":""Sir Lanz - "",""price"":""70.00""},{""name"":""LOyalty card (Cherry ann Cayabyab) - "",""price"":""95.00""},{""name"":""Sir Jann - "",""price"":""210.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-02-23 16:58:09","2023-02-23 16:58:09"
"191","2023-02-25","0.00","950.00","280.00","0.00","0.00","1230.00","1230.00","0.00","[]","[]","[]","0.00","[]","2023-02-25 16:08:43","2023-02-25 16:08:43"
"192","2023-02-27","0.00","8937.00","1130.00","740.00","0.00","10547.00","10807.00","43.00","[]","[{""name"":""sir jann - "",""price"":""140.00""},{""name"":""eren yeager - "",""price"":""95.00""},{""name"":""sir jann - "",""price"":""40.00""},{""name"":""sir jann - "",""price"":""70.00""},{""name"":""sir jann - "",""price"":""70.00""},{""name"":""sir jj - "",""price"":""110.00""},{""name"":""sir janus - "",""price"":""190.00""},{""name"":""sir craig - "",""price"":""25.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-02-27 17:09:40","2023-02-27 17:09:40"
"193","2023-02-28","0.00","9210.00","335.00","455.00","0.00","9825.00","10085.00","8.00","[]","[{""name"":""Sir Jann - "",""price"":""95.00""},{""name"":""Ma'am Shiela Arki - care off Sir Jann"",""price"":""95.00""},{""name"":""Sir Jann - "",""price"":""70.00""},{""name"":""JULIE CABALLERO(LOYALTY CARD) - care off Sir Jann"",""price"":""95.00""},{""name"":""Mr. Darin - care off Sir Jann"",""price"":""100.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-02-28 16:55:29","2023-02-28 16:55:29"
"194","2023-02-28","0.00","9295.00","335.00","455.00","0.00","9910.00","10170.00","8.00","[]","[{""name"":""Sir Jann - "",""price"":""95.00""},{""name"":""Ma'am Shiela Arki - care off Sir Jann"",""price"":""95.00""},{""name"":""Sir Jann - "",""price"":""70.00""},{""name"":""JULIE CABALLERO(LOYALTY CARD) - care off Sir Jann"",""price"":""95.00""},{""name"":""Mr. Darin - care off Sir Jann"",""price"":""100.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-02-28 17:08:01","2023-02-28 17:08:01"
"195","2023-02-28","0.00","9605.00","335.00","455.00","0.00","10220.00","10480.00","8.00","[]","[{""name"":""Sir Jann - "",""price"":""95.00""},{""name"":""Ma'am Shiela Arki - care off Sir Jann"",""price"":""95.00""},{""name"":""Sir Jann - "",""price"":""70.00""},{""name"":""JULIE CABALLERO(LOYALTY CARD) - care off Sir Jann"",""price"":""95.00""},{""name"":""Mr. Darin - care off Sir Jann"",""price"":""100.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-02-28 17:25:52","2023-02-28 17:25:52"
"196","2023-03-01","0.00","6096.00","250.00","430.00","0.00","6761.00","7021.00","22.00","[]","[{""name"":""sir jann  - "",""price"":""70.00""},{""name"":""sir eds - "",""price"":""85.00""},{""name"":""sir jANN - "",""price"":""95.00""},{""name"":""sir jj - "",""price"":""90.00""},{""name"":""sir JJ - "",""price"":""90.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-03-01 17:13:37","2023-03-01 17:13:37"
"197","2023-03-02","0.00","8160.00","1485.00","70.00","0.00","10020.00","10280.00","0.00","[]","[{""name"":""dominica versoza(loyalty card) - care off sir jann"",""price"":""70.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-03-02 17:07:54","2023-03-02 17:07:54"
"198","2023-03-03","0.00","8550.00","905.00","130.00","0.00","9325.00","9585.00","0.00","[]","[{""name"":""sir JAnn - "",""price"":""70.00""},{""name"":""sir lanz - "",""price"":""60.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-03-03 16:47:18","2023-03-03 16:47:18"
"199","2023-03-04","0.00","4660.00","0.00","140.00","0.00","4670.00","4800.00","-5.00","[]","[{""name"":""Sir Jann - "",""price"":""70.00""},{""name"":""sir jann - "",""price"":""70.00""}]","[]","130.00","[{""name"":""ice"",""price"":130}]","2023-03-04 16:59:43","2023-03-04 16:59:43"
"200","2023-03-04","0.00","4660.00","0.00","140.00","0.00","4540.00","4800.00","-5.00","[]","[{""name"":""Sir Jann - "",""price"":""70.00""},{""name"":""sir jann - "",""price"":""70.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-03-04 17:02:26","2023-03-04 17:02:26"
"201","2023-03-06","0.00","7510.00","555.00","1205.00","0.00","9150.00","9410.00","0.00","[]","[{""name"":""Janus - care off Sir jann"",""price"":""95.00""},{""name"":""Sir JAnn - care off Sir Jann"",""price"":""140.00""},{""name"":""Sir Mike - "",""price"":""90.00""},{""name"":""Sir Josh - "",""price"":""90.00""},{""name"":""Sir Janos - care off Sir JAnn"",""price"":""185.00""},{""name"":""marvin Erfilua - "",""price"":""90.00""},{""name"":""Sir Jann - care off Sir Jann"",""price"":""230.00""},{""name"":""Sir Jann - "",""price"":""95.00""},{""name"":""Jaina Ramos\/Donita Mae C. Joves  - care off Sir JM"",""price"":""190.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-03-06 16:51:12","2023-03-06 16:51:12"
"202","2023-03-07","0.00","9392.00","465.00","1420.00","50.00","11412.00","11622.00","114.00","[]","[{""name"":""sir janos - care off sir jann"",""price"":""110.00""},{""name"":""sir jann - "",""price"":""70.00""},{""name"":""sir janos - care off sir jann"",""price"":""110.00""},{""name"":""sir lanz - "",""price"":""60.00""},{""name"":""sir janos - care off sir jann"",""price"":""220.00""},{""name"":""sir janos - "",""price"":""280.00""},{""name"":""sir jann - "",""price"":""70.00""},{""name"":""sir jann - "",""price"":""70.00""},{""name"":""sir janos - "",""price"":""290.00""},{""name"":""sir jann - "",""price"":""95.00""},{""name"":""sir janos - care off sir jann"",""price"":""45.00""}]","[{""name"":""sir lester -  (Oct 22) - cash"",""price"":""50.00""}]","260.00","[{""name"":""ice"",""price"":260}]","2023-03-07 17:05:20","2023-03-07 17:05:20"
"203","2023-03-08","0.00","10333.00","325.00","380.00","0.00","10778.00","11038.00","182.00","[]","[{""name"":""sir jonathan - care off sir jann"",""price"":""60.00""},{""name"":""sir jann - "",""price"":""90.00""},{""name"":""sir mike - care off sir mike"",""price"":""120.00""},{""name"":""alliah rosario (loyalty card) - "",""price"":""110.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-03-08 17:10:16","2023-03-08 17:10:16"
"204","2023-03-09","0.00","8306.00","965.00","885.00","0.00","9981.00","10241.00","29.00","[]","[{""name"":""sir craig Hortaleza(loyalty card) - "",""price"":""110.00""},{""name"":""Sir LAnz - "",""price"":""70.00""},{""name"":""sir jj - "",""price"":""170.00""},{""name"":""sir jj(loyalty card) - "",""price"":""95.00""},{""name"":""Sir jann - "",""price"":""140.00""},{""name"":""mam porchia - care off mam tin"",""price"":""75.00""},{""name"":""maam tim - "",""price"":""225.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-03-09 16:55:20","2023-03-09 16:55:20"
"205","2023-03-10","0.00","9322.00","1020.00","750.00","1065.00","12492.00","11687.00","5.00","[]","[{""name"":""sir jann - "",""price"":""70.00""},{""name"":""sir JJ  - "",""price"":""360.00""},{""name"":""ALYSSA - care off DAVE ADVINCULA"",""price"":""180.00""},{""name"":""SIR JANN - "",""price"":""70.00""},{""name"":""SIR JANN - "",""price"":""70.00""}]","[{""name"":""Sir JJ -  (Feb 06) - cash"",""price"":""70.00""},{""name"":""sir JJ -  (Feb 13) - cash"",""price"":""80.00""},{""name"":""sir jj -  (Feb 13) - cash"",""price"":""180.00""},{""name"":""sir jj -  (Feb 21) - "",""price"":""90.00""},{""name"":""Sir JJ -  (Feb 22) - "",""price"":""90.00""},{""name"":""sir jj -  (Feb 27) - cash"",""price"":""110.00""},{""name"":""sir jj -  (Mar 01) - "",""price"":""90.00""},{""name"":""sir JJ -  (Mar 01) - "",""price"":""90.00""},{""name"":""sir jj -  (Mar 09) - cash"",""price"":""170.00""},{""name"":""sir jj(loyalty card) -  (Mar 09) - "",""price"":""95.00""}]","260.00","[{""name"":""ice"",""price"":260}]","2023-03-10 17:13:58","2023-03-10 17:13:58"
"206","2023-03-10","0.00","9322.00","1020.00","750.00","1065.00","12492.00","11687.00","5.00","[]","[{""name"":""sir jann - "",""price"":""70.00""},{""name"":""sir JJ  - "",""price"":""360.00""},{""name"":""ALYSSA - care off DAVE ADVINCULA"",""price"":""180.00""},{""name"":""SIR JANN - "",""price"":""70.00""},{""name"":""SIR JANN - "",""price"":""70.00""}]","[{""name"":""Sir JJ -  (Feb 06) - cash"",""price"":""70.00""},{""name"":""sir JJ -  (Feb 13) - cash"",""price"":""80.00""},{""name"":""sir jj -  (Feb 13) - cash"",""price"":""180.00""},{""name"":""sir jj -  (Feb 21) - "",""price"":""90.00""},{""name"":""Sir JJ -  (Feb 22) - "",""price"":""90.00""},{""name"":""sir jj -  (Feb 27) - cash"",""price"":""110.00""},{""name"":""sir jj -  (Mar 01) - "",""price"":""90.00""},{""name"":""sir JJ -  (Mar 01) - "",""price"":""90.00""},{""name"":""sir jj -  (Mar 09) - cash"",""price"":""170.00""},{""name"":""sir jj(loyalty card) -  (Mar 09) - "",""price"":""95.00""}]","260.00","[{""name"":""ice"",""price"":260}]","2023-03-10 17:14:01","2023-03-10 17:14:01"
"207","2023-03-11","0.00","4720.00","0.00","905.00","180.00","5675.00","5625.00","0.00","[]","[{""name"":""sir jann - "",""price"":""70.00""},{""name"":""charisse victorio - "",""price"":""110.00""},{""name"":""LOyatly Card \/ Maam Brylene - "",""price"":""110.00""},{""name"":""sir jann - "",""price"":""70.00""},{""name"":""Sir mike - "",""price"":""265.00""},{""name"":""sir jann - "",""price"":""280.00""}]","[{""name"":""ALYSSA - care off DAVE ADVINCULA (Mar 10) - gcash"",""price"":""180.00""}]","130.00","[{""name"":""ice"",""price"":130}]","2023-03-11 16:47:51","2023-03-11 16:47:51"
"208","2023-03-13","0.00","9026.00","725.00","1420.00","0.00","10981.00","11241.00","-6.00","[]","[{""name"":""sir JJ - "",""price"":""85.00""},{""name"":""sir miKE - "",""price"":""140.00""},{""name"":""SAM DELOSANTOS(1MEDIUM COFFEE) - "",""price"":""70.00""},{""name"":""MAE ANNE PEREZ(MEDIUM COFFEE) - "",""price"":""70.00""},{""name"":""sIR Baki - "",""price"":""170.00""},{""name"":""sir Lanz - "",""price"":""85.00""},{""name"":""sir JC Sangalang - "",""price"":""130.00""},{""name"":""audit Sir ghino - care off Udd "",""price"":""500.00""},{""name"":""sir Jann - "",""price"":""70.00""},{""name"":""mr,darin - "",""price"":""50.00""},{""name"":""mr,jet - "",""price"":""50.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-03-13 17:24:25","2023-03-13 17:24:25"
"209","2023-03-14","0.00","7420.00","855.00","1022.00","615.00","9832.00","9477.00","108.00","[]","[{""name"":""sir jann - "",""price"":""70.00""},{""name"":""sir janus - care off sir jann"",""price"":""110.00""},{""name"":""jet - "",""price"":""75.00""},{""name"":""sir mike - "",""price"":""72.00""},{""name"":""sir ghino - care off udd"",""price"":""505.00""},{""name"":""maam Brylene - care off maam brylene"",""price"":""190.00""}]","[{""name"":""sir JJ  -  (Mar 10) - cash"",""price"":""360.00""},{""name"":""sir JJ -  (Mar 13) - cash"",""price"":""85.00""},{""name"":""sIR Baki -  (Mar 13) - cash"",""price"":""170.00""}]","260.00","[{""name"":""ice"",""price"":260}]","2023-03-14 16:59:05","2023-03-14 16:59:05"
"210","2023-03-15","0.00","7846.00","1157.00","600.00","0.00","9443.00","9703.00","40.00","[]","[{""name"":""john mark(lucky march winner) - care off sir jann"",""price"":""80.00""},{""name"":""sir jann - "",""price"":""70.00""},{""name"":""sir jann  - "",""price"":""70.00""},{""name"":""cianni(lucky march) - care off sir jann"",""price"":""95.00""},{""name"":""sir levy(lucky march) - "",""price"":""95.00""},{""name"":""Sir Janos - care off sir jann"",""price"":""95.00""},{""name"":""sir ghinno - care off sir mike"",""price"":""95.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-03-15 17:08:12","2023-03-15 17:08:12"
"211","2023-03-16","0.00","7467.00","370.00","845.00","0.00","8507.00","8767.00","0.00","[]","[{""name"":""sir lanz - "",""price"":""95.00""},{""name"":""sir landingin(lucky march) - "",""price"":""95.00""},{""name"":""Sir Lanz - "",""price"":""80.00""},{""name"":""Sir Jann - "",""price"":""70.00""},{""name"":""sir jann - "",""price"":""505.00""}]","[]","260.00","[{""name"":""ice"",""price"":260}]","2023-03-16 17:15:22","2023-03-16 17:15:22"
"212","2023-03-17","0.00","9603.00","575.00","4095.00","0.00","13928.00","14273.00","-33.00","[]","[{""name"":""maam porcia(PNPN moa sIGNING) - "",""price"":""1,565.00""},{""name"":""maam porcia(pnpn moa ) - "",""price"":""85.00""},{""name"":""maam susset - "",""price"":""24.00""},{""name"":""maam porcia(pnpn moa) - "",""price"":""475.00""},{""name"":""SIR JANN - "",""price"":""140.00""},{""name"":""michael jhan cabrera(voucher) - "",""price"":""95.00""},{""name"":""sir Lanz - "",""price"":""80.00""},{""name"":""maam Porcia(pnpn moa) - "",""price"":""400.00""},{""name"":""sir lanz - "",""price"":""45.00""},{""name"":""christopher ocsillos(voucher) - "",""price"":""150.00""},{""name"":""sir Jann - "",""price"":""70.00""},{""name"":""rochelle LAnto\/alvin Datwin (2Voucher) - "",""price"":""300.00""},{""name"":""sir jann mikeal - "",""price"":""376.00""},{""name"":""xander (voucher) - care off sir jann"",""price"":""150.00""},{""name"":""jeremia (draw) - "",""price"":""70.00""},{""name"":""sir jann - "",""price"":""70.00""}]","[]","345.00","[{""name"":""ice"",""price"":260},{""name"":""refund"",""price"":40},{""name"":""sir lanz cash to receivables"",""price"":45}]","2023-03-17 17:09:54","2023-03-17 17:09:54"
"213","2023-03-18","0.00","5109.00","140.00","1216.00","0.00","7670.00","7800.00","-15.00","[]","[{""name"":""sir jann - "",""price"":""70.00""},{""name"":""sir jann - "",""price"":""70.00""},{""name"":""sir lanz - "",""price"":""340.00""},{""name"":""sir lanz - "",""price"":""145.00""},{""name"":""sir raniel - care off sir lanz"",""price"":""85.00""},{""name"":""sir raniel - care off sir lanz"",""price"":""85.00""},{""name"":""jai(lucky march) - "",""price"":""85.00""},{""name"":""sir dennis - "",""price"":""60.00""},{""name"":""sir jj - "",""price"":""136.00""},{""name"":""sir jann - "",""price"":""70.00""},{""name"":""sir jann - "",""price"":""70.00""}]","[]","130.00","[{""name"":""ice"",""price"":130}]","2023-03-18 17:03:07","2023-03-18 17:03:07"
